ShotType,ShotCategory,Frequency,PlayerPosition,ShotDirection,ShotPace,ImpactFrontWall,BallLanding,DriveType,CrossType,BoastType,SkillType,ShotContact,Deception,Description,Keywords
backhand 3-wall boast,Boast,Tactical/Lower_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,3-wall,Backhand,OffBounce,Traditional,"A backhand shot played by a player positioned around the 'T' area or slightly forward/behind it that uses three distinct walls in a specific sequence: initially striking a side wall, subsequently the front wall, and finally the opposing side wall, prior to landing on the floor.","BH 3-wall boast, BH Boast in the nick, Backhand Boast in the nick, BH Three-wall boast, Backhand Three-wall boast"
backhand 3-wall boast,Boast,Situational/Moderate_Frequency,BackCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,3-wall,Backhand,OffBounce,Traditional,"A backhand shot played by a player positioned deep in the back half of the court that uses three distinct walls in a specific sequence: initially striking a side wall, subsequently the front wall, and finally the opposing side wall, prior to landing on the floor.","BH 3-wall boast, BH Boast in the nick, Backhand Boast in the nick, BH Three-wall boast, Backhand Three-wall boast"
forehand trickle boast,Boast,Tactical/Lower_Frequency,FrontCourt,Side-wall,Soft,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Traditional,"A deceptive forehand two-wall boast, typically executed from the front of the court. This shot involves a sequence of impacts: initially striking a side wall, followed by contact with the front wall.",NaN
forehand trickle boast,Boast,Rare/Desperation,BackCourt,Side-wall,Soft,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Deception,NaN,NaN
backhand trickle boast,Boast,Tactical/Lower_Frequency,FrontCourt,Side-wall,Soft,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Deception,"A deceptive backhand two-wall boast, typically executed from the front of the court. This shot involves a sequence of impacts: initially striking a side wall, followed by contact with the front wall.",NaN
backhand trickle boast,Boast,Rare/Desperation,BackCourt,Side-wall,Soft,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,NaN,NaN
forehand 2-wall boast,Boast,Situational/Moderate_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Traditional,"A forehand shot that utilises a sequence of two walls (initially striking a side wall, followed by contact with the front wall before landing on the floor), played by a player positioned around the 'T' area or slightly forward/behind it. When executed effectively, the ball lands twice on the floor before contacting the other side wall (third wall not part of the sequence), or its second bounce lands precisely in the nick of that third side wall.",FH 2-wall boast
forehand 2-wall boast,Boast,Tactical/Lower_Frequency,BackCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Traditional,"A forehand shot that utilises a sequence of two walls (initially striking a side wall, followed by contact with the front wall before landing on the floor), played by a player positioned deep in the back half of the court. When executed effectively, the ball lands twice on the floor before contacting the other side wall (third wall not part of the sequence), or its second bounce lands precisely in the nick of that third side wall.",FH 2-wall boast
backhand 2-wall boast,Boast,Situational/Moderate_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,"A backhand shot that utilises a sequence of two walls (initially striking a side wall, followed by contact with the front wall before landing on the floor), played by a player positioned around the 'T' area or slightly forward/behind it. When executed effectively, the ball lands twice on the floor before contacting the other side wall (third wall not part of the sequence), or its second bounce lands precisely in the nick of that third side wall.",BH 2-wall boast
backhand 2-wall boast,Boast,Situational/Moderate_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,"A backhand shot that utilises a sequence of two walls (initially striking the side wall, followed by contact with the front wall before landing on the floor), played by a player positioned deep in the back half of the court. When executed effectively, the ball lands twice on the floor before contacting the other side wall (third wall not part of the sequence), or its second bounce lands precisely in the nick of that third side wall.",BH 2-wall boast
forehand reverse boast,Boast,Rare/Desperation,Front,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Traditional,"A forehand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, played by a player positioned near the front wall. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",FH reverse boast
forehand reverse boast,Boast,Rare/Desperation,MidCourt,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,OffBounce,Traditional,"A forehand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, played by a player positioned around the 'T' area or slightly forward/behind it. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",FH reverse boast
backhand reverse boast,Boast,Rare/Desperation,Front,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,"A backhand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, played by a player positioned near the front wall. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",BH reverse boast
backhand reverse boast,Boast,Rare/Desperation,MidCourt,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,"A backhand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, played by a player positioned around the 'T' area or slightly forward/behind it. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",BH reverse boast
volley forehand 3-wall boast,Boast,Rare/Desperation,Front,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,OffBounce,Traditional,"A forehand three-wall boast is a shot taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. It is characterised by its rebound off a side wall before reaching the front wall. This particular type of boast executes a sequence of contacts: initially striking a side wall, then the front wall, followed by the opposite side wall, before ultimately contacting the floor.","FH Volley 3-wall boast, FH Volley Boast in the nick"
volley backhand 3-wall boast,Boast,Rare/Desperation,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,3-wall,Backhand,Volley,Traditional,"A backhand three-wall boast is a shot taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. It is characterised by its rebound off a side wall before reaching the front wall. This particular type of boast executes a sequence of contacts: initially striking a side wall, then the front wall, followed by the opposite side wall, before ultimately contacting the floor.","BH Volley 3-wall boast, BH Volley Boast in the nick"
volley forehand 2-wall boast,Boast,Tactical/Lower_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,Volley,Traditional,"A forehand shot taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. It utilises a sequence of two walls (initially striking a side wall, followed by contact with the front wall before landing on the floor). When executed effectively, the ball lands twice on the floor before contacting a third side wall, or its second bounce lands precisely in the nick of that third side wall.",FH Volley 2-wall boast
volley backhand 2-wall boast,Boast,Tactical/Lower_Frequency,MidCourt,Side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,Volley,Traditional,"A backhand shot taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. It utilises a sequence of two walls (initially striking a side wall, followed by contact with the front wall before landing on the floor). When executed effectively, the ball lands twice on the floor before contacting a third side wall, or its second bounce lands precisely in the nick of that third side wall.",BH Volley 2-wall boast
volley forehand reverse boast,Boast,Rare/Desperation,MidCourt,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Forehand,Volley,Traditional,"A forehand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",FH Volley reverse boast
volley backhand reverse boast,Boast,Rare/Desperation,MidCourt,Opposite-side-wall,Soft/Medium,Low,FrontCourt,N/A,N/A,2-wall,Backhand,Volley,Traditional,"A backhand reverse boast is a specialised type of boast, generally executed as a two-wall shot, though a three-wall variation exists, taken before the ball bounces off the floor, played by a player positioned around the 'T' area or slightly forward/behind it. Its defining characteristic is that it initially strikes the side wall of the opposite side, subsequently contacts the front wall, before ultimately reaching the floor.",BH Volley reverse boast
